,Id,Label,timeset,modularity_class,labeldiff,kingdom,phylum,class,order,family,genus,species,name,abun
623,Zotu82,Zotu82,NA,0,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,NA,Zotu82,0.002924
624,Zotu827,Zotu827,NA,21,other,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,uncultured_bacterium,Zotu827,0.000268
625,Zotu8276,Zotu8276,NA,1,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_soil,Zotu8276,0.00024
626,Zotu837,Zotu837,NA,1,other,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacterales,BBMC-4,uncultured_soil,Zotu837,0.000117
627,Zotu838,Zotu838,NA,13,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster,uncultured_bacterium,Zotu838,0.00022
628,Zotu84,Zotu84,NA,0,other,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,uncultured_bacterium,Zotu84,0.002369
629,Zotu1322,Zotu1322,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_bacterium,Zotu1322,0.00015
630,Zotu841,Zotu841,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,NA,Zotu841,0.000304
631,Zotu844,Zotu844,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_delta,Zotu844,0.000267
632,Zotu1264,Zotu1264,NA,0,other,Bacteria,LCP-89,LCP-89,LCP-89,LCP-89,LCP-89,uncultured_bacterium,Zotu1264,0.000161
633,Zotu85,Zotu85,NA,1,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_bacterium,Zotu85,0.0013
634,Zotu852,Zotu852,NA,13,other,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,uncultured_Thermaerobacter,Zotu852,0.000234
635,Zotu855,Zotu855,NA,1,other,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,NA,Zotu855,0.000125
636,Zotu858,Zotu858,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu858,0.000193
637,Zotu86,Zotu86,NA,0,other,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium,Zotu86,0.002245
638,Zotu861,Zotu861,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_soil,Zotu861,0.000238
639,Zotu863,Zotu863,NA,21,other,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,NA,Zotu863,0.000232
640,Zotu864,Zotu864,NA,21,other,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,NA,Zotu864,0.000264
641,Zotu590,Zotu590,NA,21,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadales,Zotu590,0.000326
642,Zotu866,Zotu866,NA,0,other,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,NA,Zotu866,0.000267
643,Zotu868,Zotu868,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_delta,Zotu868,0.000242
644,Zotu870,Zotu870,NA,0,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6,uncultured_bacterium,Zotu870,0.00031
645,Zotu871,Zotu871,NA,13,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu871,0.000317
646,Zotu2133,Zotu2133,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,uncultured,uncultured_beta,Zotu2133,0.000213
647,Zotu874,Zotu874,NA,8,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,uncultured_Desulfuromonadales,Zotu874,0.000341
648,Zotu553,Zotu553,NA,8,diff,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacterales,BBMC-4,uncultured_bacterium,Zotu553,0.000113
649,Zotu876,Zotu876,NA,1,diff,Bacteria,NA,NA,NA,NA,NA,NA,Zotu876,0.001245
650,Zotu878,Zotu878,NA,6,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu878,0.000137
651,Zotu88,Zotu88,NA,21,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,uncultured_bacterium,Zotu88,0.002365
652,Zotu884,Zotu884,NA,0,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,NA,Zotu884,0.000154
653,Zotu888,Zotu888,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,CCD24,NA,Zotu888,0.000242
654,Zotu89,Zotu89,NA,13,other,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,uncultured_bacterium,Zotu89,0.001554
655,Zotu896,Zotu896,NA,0,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,NA,Zotu896,0.000302
656,Zotu898,Zotu898,NA,21,other,Bacteria,Gemmatimonadota,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,S0134_terrestrial_group,uncultured_bacterium,Zotu898,0.000266
657,Zotu900,Zotu900,NA,13,other,Bacteria,Chloroflexi,SHA-26,SHA-26,SHA-26,SHA-26,uncultured_bacterium,Zotu900,0.000233
658,Zotu9076,Zotu9076,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu9076,0.000157
659,Zotu909,Zotu909,NA,6,diff,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu909,0.00032
660,Zotu91,Zotu91,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu91,0.001114
661,Zotu910,Zotu910,NA,0,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,uncultured_bacterium,Zotu910,0.000235
662,Zotu911,Zotu911,NA,0,other,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfoprunum,uncultured_bacterium,Zotu911,0.000234
663,Zotu912,Zotu912,NA,13,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured_soil,Zotu912,0.000168
664,Zotu919,Zotu919,NA,0,other,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,NA,Zotu919,0.000228
665,Zotu92,Zotu92,NA,13,other,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,uncultured_bacterium,Zotu92,0.000416
666,Zotu367,Zotu367,NA,13,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_soil,Zotu367,0.000121
667,Zotu921,Zotu921,NA,13,other,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,metagenome,Zotu921,0.000193
668,Zotu922,Zotu922,NA,29,other,Bacteria,Nitrospirota,Thermodesulfovibrionia,uncultured,uncultured,uncultured,uncultured_bacterium,Zotu922,0.000229
669,Zotu9243,Zotu9243,NA,1,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,uncultured_bacterium,Zotu9243,0.00029
670,Zotu925,Zotu925,NA,0,other,Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,NA,Zotu925,0.000243
671,Zotu926,Zotu926,NA,5,other,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,NA,Zotu926,0.000267
672,Zotu93,Zotu93,NA,34,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,NA,Zotu93,0.002403
673,Zotu1059,Zotu1059,NA,34,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,uncultured_bacterium,Zotu1059,0.000229
674,Zotu931,Zotu931,NA,13,other,Bacteria,Chloroflexi,NLS2-31,NLS2-31,NLS2-31,NLS2-31,uncultured_bacterium,Zotu931,0.000219
675,Zotu933,Zotu933,NA,35,other,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,uncultured_bacterium,Zotu933,0.000209
676,Zotu934,Zotu934,NA,21,other,Bacteria,Desulfobacterota,uncultured,uncultured,uncultured,uncultured,uncultured_delta,Zotu934,0.000258
677,Zotu938,Zotu938,NA,8,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32,uncultured_bacterium,Zotu938,0.000223
678,Zotu940,Zotu940,NA,31,other,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,uncultured_Syntrophobacterales,Zotu940,0.000296
679,Zotu942,Zotu942,NA,21,diff,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,Ignavibacteria_bacterium,Zotu942,0.000268
680,Zotu944,Zotu944,NA,0,other,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA,Zotu944,0.000194
681,Zotu945,Zotu945,NA,13,other,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA,Zotu945,0.000151
682,Zotu95,Zotu95,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu95,0.000898
683,Zotu956,Zotu956,NA,2,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomicrobium,uncultured_gamma,Zotu956,0.000252
684,Zotu957,Zotu957,NA,21,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA,Zotu957,0.00021
685,Zotu963,Zotu963,NA,1,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Ferritrophicum,uncultured_bacterium,Zotu963,0.000258
686,Zotu966,Zotu966,NA,1,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured,NA,Zotu966,0.000314
687,Zotu967,Zotu967,NA,2,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,uncultured_bacterium,Zotu967,0.000322
688,Zotu969,Zotu969,NA,13,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17,NA,Zotu969,0.000275
689,Zotu970,Zotu970,NA,0,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,LD1-PB3,LD1-PB3,LD1-PB3,uncultured_soil,Zotu970,0.000208
690,Zotu975,Zotu975,NA,35,other,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,uncultured_bacterium,Zotu975,0.00022
691,Zotu1338,Zotu1338,NA,35,other,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15,NA,Zotu1338,0.000151
692,Zotu981,Zotu981,NA,0,other,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadia,Desulfuromonadaceae,Desulfuromonas,uncultured_bacterium,Zotu981,0.000238
693,Zotu9875,Zotu9875,NA,1,diff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA,Zotu9875,0.000958
694,Zotu988,Zotu988,NA,1,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,uncultured_soil,Zotu988,0.000144
695,Zotu9905,Zotu9905,NA,1,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA,Zotu9905,2.00E-04
696,Zotu992,Zotu992,NA,0,other,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26,uncultured_bacterium,Zotu992,0.000185
697,Zotu998,Zotu998,NA,1,diff,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,uncultured,NA,Zotu998,0.000122
