Id,Label,timeset,label3,kingdom,phylum,class,order,family,genus,species,name,abun,indegree,outdegree,degree
Zotu62,Zotu62,,other,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,NA,Zotu62,0.000136,0,2,2
Zotu6206,Zotu6206,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,uncultured,uncultured_bacterium,Zotu6206,0.003951,44,129,173
Zotu2030,Zotu2030,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA,Zotu2030,0.000131,2,0,2
Zotu621,Zotu621,,other,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,Zotu621,0.000278,51,132,183
Zotu6216,Zotu6216,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu6216,0.000114,29,117,146
Zotu622,Zotu622,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,[Cytophaga]_xylanolytica_group,uncultured_bacterium,Zotu622,0.00021,0,1,1
Zotu623,Zotu623,,other,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,uncultured_bacterium,Zotu623,0.000356,0,4,4
Zotu624,Zotu624,,other,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9,uncultured_bacterium,Zotu624,0.00028,0,2,2
Zotu63,Zotu63,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA,Zotu63,0.000497,0,2,2
Zotu369,Zotu369,,other,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21,Subgroup_21,Subgroup_21,uncultured_bacterium,Zotu369,0.000598,1,0,1
Zotu631,Zotu631,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,uncultured_bacterium,Zotu631,0.000366,47,125,172
Zotu632,Zotu632,,other,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_bacterium,Zotu632,0.000369,0,1,1
Zotu2790,Zotu2790,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA,Zotu2790,0.000111,1,0,1
Zotu633,Zotu633,,other,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,Zotu633,0.000336,3,7,10
Zotu635,Zotu635,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,uncultured_soil,Zotu635,0.00029,9,25,34
Zotu636,Zotu636,,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_9,uncultured_bacterium,Zotu636,0.000423,5,6,11
Zotu637,Zotu637,,other,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium,Zotu637,0.000461,3,6,9
Zotu639,Zotu639,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu639,0.00028,59,182,241
Zotu64,Zotu64,,other,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium_indicum,Zotu64,0.000624,0,2,2
Zotu640,Zotu640,,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,Clostridium_magnum,Zotu640,0.000396,3,16,19
Zotu643,Zotu643,,other,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA,Zotu643,0.000503,34,132,166
Zotu645,Zotu645,,other,Bacteria,NA,NA,NA,NA,NA,NA,Zotu645,0.000332,17,57,74
Zotu1131,Zotu1131,,other,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,uncultured,uncultured,uncultured_bacterium,Zotu1131,0.000214,1,0,1
Zotu648,Zotu648,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,NA,Zotu648,0.000372,2,13,15
Zotu649,Zotu649,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu649,0.000348,6,15,21
Zotu652,Zotu652,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu652,0.000438,44,138,182
