"","sample_id","all_reads","all_reads_nonbacteria","all_reads_bacteria","all_reads_bacteria_per","SampleID","Experiment","Timepoint","Variety","Compartment","Treatment","Sample","MergeExpTime"
"158","E2_NRE_Def5_1",90168,164,90004,"99.8181%","E2_NRE_Def5_1","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"159","E2_NRE_Def5_2",87857,178,87679,"99.7974%","E2_NRE_Def5_2","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"160","E2_NRE_Def5_3",105017,220,104797,"99.7905%","E2_NRE_Def5_3","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"161","E2_NRE_Int2_1",81024,282,80742,"99.652%","E2_NRE_Int2_1","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"162","E2_NRE_Int2_2",79669,340,79329,"99.5732%","E2_NRE_Int2_2","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"163","E2_NRE_Int2_3",95897,474,95423,"99.5057%","E2_NRE_Int2_3","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"164","E2_NRE_Int3_1",90501,300,90201,"99.6685%","E2_NRE_Int3_1","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"165","E2_NRE_Int3_2",91074,483,90591,"99.4697%","E2_NRE_Int3_2","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"166","E2_NRE_Int3_3",75140,514,74626,"99.3159%","E2_NRE_Int3_3","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"167","E2_NRE_Int4_1",68911,225,68686,"99.6735%","E2_NRE_Int4_1","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
"168","E2_NRE_Int4_2",67773,667,67106,"99.0158%","E2_NRE_Int4_2","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
"169","E2_NRE_Int4_3",73437,380,73057,"99.4825%","E2_NRE_Int4_3","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
"170","E2_NRE_Int5_1",59985,144,59841,"99.7599%","E2_NRE_Int5_1","Exp2","day5","NIP","Root","Intact","E2_NRE_Int5","Exp2_day5"
"171","E2_NRE_Int5_2",64041,76,63965,"99.8813%","E2_NRE_Int5_2","Exp2","day5","NIP","Root","Intact","E2_NRE_Int5","Exp2_day5"
"172","E2_NRE_Int5_3",88144,92,88052,"99.8956%","E2_NRE_Int5_3","Exp2","day5","NIP","Root","Intact","E2_NRE_Int5","Exp2_day5"
"173","E2_NRS_Def2_1",137513,189,137324,"99.8626%","E2_NRS_Def2_1","Exp2","day2","NIP","Rhizosphere","Defoliation","E2_NRS_Def2","Exp2_day2"
"174","E2_NRS_Def2_2",125768,192,125576,"99.8473%","E2_NRS_Def2_2","Exp2","day2","NIP","Rhizosphere","Defoliation","E2_NRS_Def2","Exp2_day2"
"175","E2_NRS_Def2_3",71549,51,71498,"99.9287%","E2_NRS_Def2_3","Exp2","day2","NIP","Rhizosphere","Defoliation","E2_NRS_Def2","Exp2_day2"
"176","E2_NRS_Def3_1",100216,100,100116,"99.9002%","E2_NRS_Def3_1","Exp2","day3","NIP","Rhizosphere","Defoliation","E2_NRS_Def3","Exp2_day3"
"177","E2_NRS_Def3_2",121150,290,120860,"99.7606%","E2_NRS_Def3_2","Exp2","day3","NIP","Rhizosphere","Defoliation","E2_NRS_Def3","Exp2_day3"
"178","E2_NRS_Def3_3",114521,66,114455,"99.9424%","E2_NRS_Def3_3","Exp2","day3","NIP","Rhizosphere","Defoliation","E2_NRS_Def3","Exp2_day3"
"179","E2_NRS_Def4_1",93919,131,93788,"99.8605%","E2_NRS_Def4_1","Exp2","day4","NIP","Rhizosphere","Defoliation","E2_NRS_Def4","Exp2_day4"
"180","E2_NRS_Def4_2",81410,99,81311,"99.8784%","E2_NRS_Def4_2","Exp2","day4","NIP","Rhizosphere","Defoliation","E2_NRS_Def4","Exp2_day4"
"181","E2_NRS_Def4_3",93772,165,93607,"99.824%","E2_NRS_Def4_3","Exp2","day4","NIP","Rhizosphere","Defoliation","E2_NRS_Def4","Exp2_day4"
"182","E2_NRS_Def5_1",73649,44,73605,"99.9403%","E2_NRS_Def5_1","Exp2","day5","NIP","Rhizosphere","Defoliation","E2_NRS_Def5","Exp2_day5"
"183","E2_NRS_Def5_2",59777,32,59745,"99.9465%","E2_NRS_Def5_2","Exp2","day5","NIP","Rhizosphere","Defoliation","E2_NRS_Def5","Exp2_day5"
"184","E2_NRS_Def5_3",63083,42,63041,"99.9334%","E2_NRS_Def5_3","Exp2","day5","NIP","Rhizosphere","Defoliation","E2_NRS_Def5","Exp2_day5"
"185","E2_NRS_Int2_1",99889,107,99782,"99.8929%","E2_NRS_Int2_1","Exp2","day2","NIP","Rhizosphere","Intact","E2_NRS_Int2","Exp2_day2"
"186","E2_NRS_Int2_2",144000,172,143828,"99.8806%","E2_NRS_Int2_2","Exp2","day2","NIP","Rhizosphere","Intact","E2_NRS_Int2","Exp2_day2"
"187","E2_NRS_Int2_3",123828,185,123643,"99.8506%","E2_NRS_Int2_3","Exp2","day2","NIP","Rhizosphere","Intact","E2_NRS_Int2","Exp2_day2"
"188","E2_NRS_Int3_1",172967,107,172860,"99.9381%","E2_NRS_Int3_1","Exp2","day3","NIP","Rhizosphere","Intact","E2_NRS_Int3","Exp2_day3"
"189","E2_NRS_Int3_2",176464,144,176320,"99.9184%","E2_NRS_Int3_2","Exp2","day3","NIP","Rhizosphere","Intact","E2_NRS_Int3","Exp2_day3"
"190","E2_NRS_Int3_3",98578,292,98286,"99.7038%","E2_NRS_Int3_3","Exp2","day3","NIP","Rhizosphere","Intact","E2_NRS_Int3","Exp2_day3"
"191","E2_NRS_Int4_1",104124,112,104012,"99.8924%","E2_NRS_Int4_1","Exp2","day4","NIP","Rhizosphere","Intact","E2_NRS_Int4","Exp2_day4"
"192","E2_NRS_Int4_2",89587,170,89417,"99.8102%","E2_NRS_Int4_2","Exp2","day4","NIP","Rhizosphere","Intact","E2_NRS_Int4","Exp2_day4"
"193","E2_NRS_Int4_3",100515,79,100436,"99.9214%","E2_NRS_Int4_3","Exp2","day4","NIP","Rhizosphere","Intact","E2_NRS_Int4","Exp2_day4"
"194","E2_NRS_Int5_1",33082,24,33058,"99.9275%","E2_NRS_Int5_1","Exp2","day5","NIP","Rhizosphere","Intact","E2_NRS_Int5","Exp2_day5"
"195","E2_NRS_Int5_2",63661,39,63622,"99.9387%","E2_NRS_Int5_2","Exp2","day5","NIP","Rhizosphere","Intact","E2_NRS_Int5","Exp2_day5"
"196","E2_NRS_Int5_3",46192,10,46182,"99.9784%","E2_NRS_Int5_3","Exp2","day5","NIP","Rhizosphere","Intact","E2_NRS_Int5","Exp2_day5"
"197","E2_unplanted_soil_1",54076,36,54040,"99.9334%","E2_unplanted_soil_1","Exp2","bulk soil","bulk soil","BS","Bulk soil","E2_bs","Exp2_bulk soil"
"198","E2_unplanted_soil_2",35558,27,35531,"99.9241%","E2_unplanted_soil_2","Exp2","bulk soil","bulk soil","BS","Bulk soil","E2_bs","Exp2_bulk soil"
"199","E2_unplanted_soil_3",34391,20,34371,"99.9418%","E2_unplanted_soil_3","Exp2","bulk soil","bulk soil","BS","Bulk soil","E2_bs","Exp2_bulk soil"
"200","E2_unplanted_soil_4",47299,81,47218,"99.8287%","E2_unplanted_soil_4","Exp2","bulk soil","bulk soil","BS","Bulk soil","E2_bs","Exp2_bulk soil"
