"label","id","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","abun"
"Zotu16601","Zotu16601","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA,"Zotu16601",0.000105641247372177
"Zotu16621","Zotu16621","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured_bacterium","Zotu16621",0.000786673232902094
"Zotu1663","Zotu1663","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA,"Zotu1663",0.000142300890532942
"Zotu1665","Zotu1665","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu1665",0.000123816201757999
"Zotu167","Zotu167","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu167",0.00107545108607631
"Zotu1675","Zotu1675","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Desulfuromonadales","Zotu1675",0.000152615762472835
"Zotu1677","Zotu1677","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu1677",0.000126086993548221
"Zotu16799","Zotu16799","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_beta","Zotu16799",0.000180341397913637
"Zotu168","Zotu168","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA,"Zotu168",0.000691404178327239
"Zotu1681","Zotu1681","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","metagenome","Zotu1681",0.000126472928370019
"Zotu1683","Zotu1683","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20",NA,"Zotu1683",0.000199140583896329
"Zotu1688","Zotu1688","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae",NA,NA,"Zotu1688",0.000197010162083426
"Zotu1689","Zotu1689","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)",NA,"Zotu1689",0.000150663870902633
"Zotu169","Zotu169","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured_bacterium","Zotu169",0.000378491175118339
"Zotu1692","Zotu1692","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","metagenome","Zotu1692",0.00018024017978112
"Zotu1693","Zotu1693","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_Chloroflexi","Zotu1693",0.00014919343595299
"Zotu1696","Zotu1696","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured",NA,"Zotu1696",0.000133086145410685
"Zotu17","Zotu17","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella",NA,"Zotu17",0.00343642655902402
"Zotu170","Zotu170","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA,"Zotu170",0.000437447731923934
"Zotu1700","Zotu1700","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu1700",0.000184177871935216
"Zotu1707","Zotu1707","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","uncultured_bacterium","Zotu1707",0.000125655123919614
"Zotu1717","Zotu1717","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonas","Zotu1717",0.000146229986607447
"Zotu173","Zotu173","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu173",0.00132327180429204
"Zotu1734","Zotu1734","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Sphingobacteriales","Zotu1734",0.000117029990568676
