"","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all"
"2474","ko00460","LinDA","Defoliation","Intact","0.434619510477602","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0270103133412588,0.00290860801683399,0.00285465929424721
"2475","ko04970","LinDA","Defoliation","Intact","0.729499830581905","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.117613555985348,3.26941070201344e-06,3.01345195479457e-06
"2476","ko00830","LinDA","Defoliation","Intact","0.238194655189557","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0520185276322976,0.000601316630590754,0.000580021481326258
"2477","ko00780","LinDA","Defoliation","Intact","0.38231074859365","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0302003590583314,0.00285901513536514,0.00291949454712247
"2478","ko00511","LinDA","Defoliation","Intact","0.934901017599898","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0142234168748986,0.000986749649486272,0.000996526049821483
"2479","ko00970","LinDA","Defoliation","Intact","0.928262853385042","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00127739528276226,0.0185706630416506,0.018554227427915
"2480","ko00030","LinDA","Defoliation","Intact","0.781099946226647","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00229753888363531,0.0108335025286526,0.0108507689796392
"2481","ko04972","LinDA","Defoliation","Intact","0.818858068028812","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0777337921386393,3.69636329708989e-06,3.50247017820228e-06
"2482","ko00232","LinDA","Defoliation","Intact","0.55175189174158","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.110883193532953,1.12629161483994e-06,1.04296968062226e-06
"2483","ko00230","LinDA","Defoliation","Intact","0.636747156023379","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0102915802910015,0.0354018661634056,0.0356553111130744
"2484","ko04122","LinDA","Defoliation","Intact","0.43248832168764","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0332880739138173,0.00606008702152112,0.0062015402867585
"2485","ko00540","LinDA","Defoliation","Intact","0.270535277587722","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0427579760602676,0.0100067887147683,0.0103078042725686
"2486","ko05014","LinDA","Defoliation","Intact","0.350553880203009","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.134358434533334,0.00127979856795388,0.00140471279685876
"2487","ko03022","LinDA","Defoliation","Intact","0.943573921688768","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0669520029103606,3.40917577019693e-09,3.25457910607125e-09
"2488","ko00660","LinDA","Defoliation","Intact","0.863790247451165","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00281758111766391,0.00455766956401699,0.00456657938301754
"2489","ko03020","LinDA","Defoliation","Intact","0.856969093025242","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0072492946006924,0.0101451836608895,0.010094333719912
"2490","ko04512","LinDA","Defoliation","Intact","0.466472894449549","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.243476619471133,2.71420200108706e-07,3.21318648830361e-07
"2491","ko00982","LinDA","Defoliation","Intact","0.967305302963409","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0148502902986226,0.00231384609750963,0.00229015083090589
"2492","ko04630","LinDA","Defoliation","Intact","0.169456290856973","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.13230352847498,2.64262208592856e-08,5.79285138133333e-08
"2493","ko03010","LinDA","Defoliation","Intact","0.71928227493012","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00589593522660601,0.0372543668456017,0.0374069276888045
"2494","ko00140","LinDA","Defoliation","Intact","0.335502888703588","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.119917622121891,0.000223810853884159,0.000205959743784386
"2495","ko05100","LinDA","Defoliation","Intact","0.642924613179074","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.193322000108025,1.06760466550159e-05,1.2206922403327e-05
"2496","ko00860","LinDA","Defoliation","Intact","0.758734834390899","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0112195884258045,0.0133884981685522,0.0134930241035474
"2497","ko05410","LinDA","Defoliation","Intact","0.0414805051879919","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.38926653373091,8.75389685163291e-05,6.68375499996994e-05
"2498","ko00330","LinDA","Defoliation","Intact","0.252683381160932","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0277224979161115,0.0166122196694293,0.0162960505018207
"2499","ko04080","LinDA","Defoliation","Intact","0.0435187284358303","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.381512974384315,5.12606942682823e-07,6.67776809662432e-07
"2500","ko04514","LinDA","Defoliation","Intact","0.447366523484291","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0774623751077974,3.21467280427359e-08,3.39199555606302e-08
"2501","ko00908","LinDA","Defoliation","Intact","0.515053395325855","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00778928774743571,0.000795988407754845,0.00080029766959701
"2502","ko04930","LinDA","Defoliation","Intact","0.195446165665094","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0273766026308248,0.000791737157859857,0.00077685479230842
"2503","ko04320","LinDA","Defoliation","Intact","0.602817769137588","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.206122449520019,9.90591426000154e-08,1.14272993609104e-07
"2504","ko03430","LinDA","Defoliation","Intact","0.841999922073547","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.000839746377413936,0.0120659009578447,0.0120729261750573
"2505","ko00906","LinDA","Defoliation","Intact","0.437059456018546","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.104380013522296,0.000596726561441795,0.000641500330666076
"2506","ko00900","LinDA","Defoliation","Intact","0.59320724742766","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0112732360809507,0.00871928740529555,0.00878768690924782
"2507","ko00901","LinDA","Defoliation","Intact","0.348570354560593","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0931986843568986,3.32670415966968e-05,3.11859215227443e-05
"2508","ko04520","LinDA","Defoliation","Intact","0.978443937164033","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.222725571547793,1.81483286210973e-06,1.55521185036381e-06
"2509","ko00903","LinDA","Defoliation","Intact","0.669671358050352","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0310354373092277,0.0014680733438563,0.00143682923381111
"2510","ko00471","LinDA","Defoliation","Intact","0.882013319245956","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00622139446294809,0.00237771770900081,0.00236748625360924
"2511","ko00472","LinDA","Defoliation","Intact","0.174058477510976","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.243852823216647,0.000251285659938311,0.000297560116335852
"2512","ko00473","LinDA","Defoliation","Intact","0.358069790294161","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0316856780575686,0.0018492714511544,0.00189033599754413
"2513","ko05111","LinDA","Defoliation","Intact","0.242590266688693","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0908826506735219,0.00196803143536698,0.00209599593035887
"2514","ko04510","LinDA","Defoliation","Intact","0.150302925693644","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.383137017534059,2.62290517155058e-07,3.42072627976993e-07
"2515","ko04810","LinDA","Defoliation","Intact","0.899306042871296","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.130650901231381,2.07712337926478e-06,1.89728447834081e-06
"2516","ko04210","LinDA","Defoliation","Intact","0.330913928392464","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.152950113636009,0.000882441771644168,0.000981134686770484
"2517","ko00240","LinDA","Defoliation","Intact","0.668812280132158","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.00707597472035999,0.0261432017197459,0.0262717410353635
"2518","ko04012","LinDA","Defoliation","Intact","0.214625031913818","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08
"2519","ko04013","LinDA","Defoliation","Intact","0.214625031913818","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08
"2520","ko04010","LinDA","Defoliation","Intact","0.214625031913818","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08
"2521","ko04011","LinDA","Defoliation","Intact","0.817126704616669","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0139644410765015,0.000685577218216037,0.000692245423320253
"2522","ko00944","LinDA","Defoliation","Intact","0.752060258571258","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0515606485450671,1.07961478170193e-05,1.1188970374201e-05
"2523","ko04113","LinDA","Defoliation","Intact","0.546180597948498","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0537289071597149,0.000806012094610448,0.000836595590810395
"2524","ko04070","LinDA","Defoliation","Intact","0.440998593794536","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0398114739499338,0.00205494413508601,0.00211244041435315
"2525","ko04640","LinDA","Defoliation","Intact","0.536694279677206","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.188500925034685,2.60092349069839e-07,2.96395775731343e-07
"2526","ko04310","LinDA","Defoliation","Intact","0.983376324088213","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0654302954361926,2.29761135010693e-06,2.19573581818739e-06
"2527","ko03420","LinDA","Defoliation","Intact","0.338694328296186","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.020075738488619,0.00627594558920625,0.00618921786210383
"2528","ko00770","LinDA","Defoliation","Intact","0.926526259843257","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00116495000598028,0.010159511498784,0.0101513111892745
"2529","ko02040","LinDA","Defoliation","Intact","0.341037633531819","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0739976303689713,0.0160361124508048,0.0168800838405289
"2530","ko04912","LinDA","Defoliation","Intact","0.900111636050239","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.043377493346793,1.30953742146902e-06,1.27074961485284e-06
"2531","ko00670","LinDA","Defoliation","Intact","0.301625674682338","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.0279909565623572,0.00833921438828981,0.00850259037023777
"2532","ko04920","LinDA","Defoliation","Intact","0.0712870363311326","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0767053545494845,0.00193368161287851,0.00183355674492247
"2533","ko05160","LinDA","Defoliation","Intact","0.214625031913818","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",1.24815057214125,2.30170450890886e-08,5.4673934707262e-08
"2534","ko04144","LinDA","Defoliation","Intact","0.760979565707687","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.121419695302179,1.2835327174592e-06,1.17992926569501e-06
"2535","ko00930","LinDA","Defoliation","Intact","0.358823819786694","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.0921566424721216,0.000901272360079774,0.000845501025700331
"2536","ko04112","LinDA","Defoliation","Intact","0.978401981314405","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",-0.00388416450675524,0.00906606132008973,0.00904168561231551
"2537","ko04720","LinDA","Defoliation","Intact","0.703988406920064","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.1645848342075,7.90077303150177e-08,8.85552998170894e-08
"2538","ko04722","LinDA","Defoliation","Intact","0.399043607948617","BH",0.997670120208301,"Rhizosphere","Exp1","NIP","day3",0.489406456525253,1.02024775404106e-07,1.43229234524351e-07
"2539","ko05340","LinDA","Defoliation","Intact","0.204494101423696","BH",0.666532811356673,"Rhizosphere","Exp1","NIP","day5",-0.0628328425112351,0.00055050856366761,0.000527047198141179
"2540","ko00564","LinDA","Defoliation","Intact","0.861905551285698","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00969179072249732,0.00934015985252313,0.00940311675819339
"2541","ko00680","LinDA","Defoliation","Intact","0.739493903292633","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.000120401543904232,0.0151255331797989,0.0151242709161151
"2542","ko00562","LinDA","Defoliation","Intact","0.711425956636558","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00466769381068616,0.00235314337962317,0.00236076906631743
"2543","ko00563","LinDA","Defoliation","Intact","0.678767388771811","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.347878629712191,1.44374779280705e-07,1.13440839270494e-07
"2544","ko03030","LinDA","Defoliation","Intact","0.902853666123056","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0322153995440788,0.0100746494380588,0.0103021470540504
"2545","ko00561","LinDA","Defoliation","Intact","0.939395162263626","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0189035360476655,0.00463688313899554,0.00469803969692161
"2546","ko00440","LinDA","Defoliation","Intact","0.616270989961726","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0252938898942175,0.000462210264362138,0.000454177239280701
"2547","ko00250","LinDA","Defoliation","Intact","0.928189825202344","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0297013966292573,0.0143601822301166,0.0146588858315125
"2548","ko04062","LinDA","Defoliation","Intact","0.0341426078539917","BH",0.380460468912408,"Rhizosphere","Exp1","NIP","day5",-1.2418964938346,3.69671805393333e-06,1.56303330613949e-06
"2549","ko00740","LinDA","Defoliation","Intact","0.876724975383079","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0118271111378356,0.00366024797369022,0.00369037775791717
"2550","ko04664","LinDA","Defoliation","Intact","0.17836721704572","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-1.87922556296923,6.73248005812809e-08,1.83008732274191e-08
"2551","ko04940","LinDA","Defoliation","Intact","0.602365008751378","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0687033549324121,0.000810667619043855,0.000850206844193972
"2552","ko00010","LinDA","Defoliation","Intact","0.852719729871954","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0105358728546898,0.0147787965190692,0.0148871198044948
"2553","ko05412","LinDA","Defoliation","Intact","0.384782605814768","BH",0.878530197346992,"Rhizosphere","Exp1","NIP","day5",0.579907010809914,1.54048725815297e-07,2.30264779798575e-07
"2554","ko00195","LinDA","Defoliation","Intact","0.626924804443836","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0618030880656349,0.00582160156240849,0.00607640988827481
"2555","ko04650","LinDA","Defoliation","Intact","0.17836721704572","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-1.87922556296923,6.73248005812809e-08,1.83008732274191e-08
"2556","ko03450","LinDA","Defoliation","Intact","0.560820619757732","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0356798224814891,0.000307670812200333,0.000300155013086368
"2557","ko00760","LinDA","Defoliation","Intact","0.900833572383066","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0149069569899556,0.00734224926763903,0.00741850793940017
"2558","ko00920","LinDA","Defoliation","Intact","0.856501023288639","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00760465065819547,0.00583946046275913,0.0058703223562689
"2559","ko00311","LinDA","Defoliation","Intact","0.253250901308252","BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-0.0659126618651471,0.000314130155936412,0.000300101344809112
"2560","ko00310","LinDA","Defoliation","Intact","0.0678857264267278","BH",0.473809170541097,"Rhizosphere","Exp1","NIP","day5",-0.0977172623487212,0.0051564869897867,0.00481879109679642
"2561","ko04146","LinDA","Defoliation","Intact","0.261772097365313","BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-0.046927858982259,0.00461749733419154,0.00446971631596044
"2562","ko00600","LinDA","Defoliation","Intact","0.666976187495138","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0526819814077884,0.00105579837054282,0.00109506486279839
"2563","ko04141","LinDA","Defoliation","Intact","0.982794624089402","BH",0.986618727685081,"Rhizosphere","Exp1","NIP","day5",0.0268580496261462,0.00168567450239054,0.00171734992817858
"2564","ko04142","LinDA","Defoliation","Intact","0.862191013847906","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0365284798252049,0.000472981180115906,0.000485109778216416
"2565","ko00604","LinDA","Defoliation","Intact","0.542533679212115","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0720116162215926,0.000189553916568265,0.000199255546257666
"2566","ko04260","LinDA","Defoliation","Intact","0.205035349378949","BH",0.666532811356673,"Rhizosphere","Exp1","NIP","day5",-0.0846936280942784,0.000923109585005605,0.00087047827755767
"2567","ko03040","LinDA","Defoliation","Intact","0.151931252149863","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-Inf,2.79731991063106e-08,0
"2568","ko05142","LinDA","Defoliation","Intact","0.0871199127034118","BH",0.520066787951759,"Rhizosphere","Exp1","NIP","day5",0.212234447852917,0.000106027876388493,0.000122831285782655
"2569","ko04540","LinDA","Defoliation","Intact","0.073098737933164","BH",0.496301957546219,"Rhizosphere","Exp1","NIP","day5",-1.08016473260477,1.19817107177856e-07,5.66704739995937e-08
"2570","ko00909","LinDA","Defoliation","Intact","0.943718608526682","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00163887516767481,2.66098355627556e-05,2.66400810249351e-05
"2571","ko00513","LinDA","Defoliation","Intact","0.011395054049982","BH",0.239228405178588,"Rhizosphere","Exp1","NIP","day5",-0.320179111868953,3.3184857739211e-06,2.6580089780403e-06
"2572","ko04973","LinDA","Defoliation","Intact","0.458393867885526","BH",0.950548583736924,"Rhizosphere","Exp1","NIP","day5",-0.105448434087834,8.46229363292532e-05,7.86583712108536e-05
"2573","ko00510","LinDA","Defoliation","Intact","0.148281939957538","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",0.173126246203874,0.000508749911482691,0.000573615053135699
"2574","ko05110","LinDA","Defoliation","Intact","0.543562886440802","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.209647384492777,3.78276658409312e-05,3.2711419659443e-05
"2575","ko04974","LinDA","Defoliation","Intact","0.697956659064168","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.063025139145238,0.000251993293775185,0.000263245793731103
"2576","ko04976","LinDA","Defoliation","Intact","0.918234936026453","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0099499974368548,1.60176916225855e-05,1.61285444673614e-05
"2577","ko00450","LinDA","Defoliation","Intact","0.930881609650969","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0312667230200935,0.00736355073625006,0.00752487872557714
"2578","ko01051","LinDA","Defoliation","Intact","0.924018330500898","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0297200398094704,0.00121389858464954,0.00123916468658382
"2579","ko00565","LinDA","Defoliation","Intact","0.673299211191998","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0799621223545013,0.000157845299227378,0.000166840948470716
"2580","ko00524","LinDA","Defoliation","Intact","0.887912447525306","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0350246921406944,0.000866078834150082,0.000887362166141564
"2581","ko00300","LinDA","Defoliation","Intact","0.873566447858411","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0354614391952185,0.0101444853224038,0.0103969265293211
"2582","ko00905","LinDA","Defoliation","Intact","0.411506440293471","BH",0.91347287429159,"Rhizosphere","Exp1","NIP","day5",-0.724134235368185,1.15424017266459e-07,6.98731077578697e-08
"2583","ko05222","LinDA","Defoliation","Intact","0.215067108477383","BH",0.666532811356673,"Rhizosphere","Exp1","NIP","day5",-0.076423479209339,0.000920890268918501,0.00087337775090069
"2584","ko00514","LinDA","Defoliation","Intact","0.260792794342301","BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-Inf,2.44805428776791e-08,0
"2585","ko05416","LinDA","Defoliation","Intact","0.214461801170981","BH",0.666532811356673,"Rhizosphere","Exp1","NIP","day5",-0.0765847503958991,0.000920814981242555,0.000873208730821486
"2586","ko00260","LinDA","Defoliation","Intact","0.842503333878399","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0105749055612501,0.0137746460946439,0.0138759847324817
"2587","ko00190","LinDA","Defoliation","Intact","0.915151153616357","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0310377224318394,0.0263946923159938,0.0269686923628163
"2588","ko03440","LinDA","Defoliation","Intact","0.808136454085519","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.041846531835964,0.0135514024291622,0.0139502279388362
"2589","ko00750","LinDA","Defoliation","Intact","0.838099920683901","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0375125458881866,0.00308576319621557,0.00316705055837927
"2590","ko00950","LinDA","Defoliation","Intact","0.787924245407603","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0460889848792524,0.00103353535832649,0.00106708620574638
"2591","ko05140","LinDA","Defoliation","Intact","0.119496745403142","BH",0.611504442550979,"Rhizosphere","Exp1","NIP","day5",0.949379002216325,8.75279473853188e-08,1.69020079204269e-07
"2592","ko00592","LinDA","Defoliation","Intact","0.228730438185409","BH",0.686191314556227,"Rhizosphere","Exp1","NIP","day5",-0.0713899008863482,0.000612426061168004,0.000582858536941737
"2593","ko00591","LinDA","Defoliation","Intact","0.00730175418147636","BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.214447577036498,0.00033588908765399,0.00028949478290606
"2594","ko00590","LinDA","Defoliation","Intact","0.0907093234799579","BH",0.520066787951759,"Rhizosphere","Exp1","NIP","day5",-0.106681692809141,0.00114496121983506,0.00106335037293597
"2595","ko00062","LinDA","Defoliation","Intact","0.71407387802768","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0911934500167219,6.02558006752221e-05,6.41875538905301e-05
"2596","ko00061","LinDA","Defoliation","Intact","0.839631275207003","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0375661097175223,0.00949446419715721,0.00974493590489549
"2597","ko04662","LinDA","Defoliation","Intact","0.17836721704572","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-1.87922556296923,6.73248005812809e-08,1.83008732274191e-08
"2598","ko03070","LinDA","Defoliation","Intact","0.64446329672448","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.00919539746399606,0.0169354590875147,0.0168278597416772
"2599","ko00253","LinDA","Defoliation","Intact","0.809413227715628","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0423306670484012,0.00251087686483952,0.00258564094032286
"2600","ko03060","LinDA","Defoliation","Intact","0.728827735768889","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0515609380472963,0.0105916491024037,0.0109770330872056
"2601","ko04370","LinDA","Defoliation","Intact","0.119496745403142","BH",0.611504442550979,"Rhizosphere","Exp1","NIP","day5",0.949379002216325,8.75279473853188e-08,1.69020079204269e-07
"2602","ko04740","LinDA","Defoliation","Intact","0.330652394486024","BH",0.797273997919572,"Rhizosphere","Exp1","NIP","day5",-0.546119573621409,1.88119470667072e-07,1.28835448949231e-07
"2603","ko00380","LinDA","Defoliation","Intact","0.0266404389279278","BH",0.327296821114542,"Rhizosphere","Exp1","NIP","day5",-0.115181446288595,0.00631353435538702,0.0058290727792857
"2604","ko00500","LinDA","Defoliation","Intact","0.761887210410469","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0440000457377672,0.00930212285983926,0.00959019427006902
"2605","ko05120","LinDA","Defoliation","Intact","0.902640334083099","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0325279779971677,0.00106289942522592,0.00108713648021721
"2606","ko04666","LinDA","Defoliation","Intact","0.101698372986248","BH",0.57039522240113,"Rhizosphere","Exp1","NIP","day5",-0.915758039460645,5.89858493304309e-06,3.12663509628065e-06
"2607","ko05322","LinDA","Defoliation","Intact","0.0679493771706225","BH",0.473809170541097,"Rhizosphere","Exp1","NIP","day5",-0.494010696874376,1.39304438248841e-05,9.89128955242634e-06
"2608","ko04964","LinDA","Defoliation","Intact","0.120878785155426","BH",0.611504442550979,"Rhizosphere","Exp1","NIP","day5",-0.116388222197436,0.000643509417189139,0.00059363371823063
"2609","ko04962","LinDA","Defoliation","Intact","0.464221401359893","BH",0.950548583736924,"Rhizosphere","Exp1","NIP","day5",-0.332738857265477,1.04835114596e-06,8.32419791713215e-07
"2610","ko04960","LinDA","Defoliation","Intact","0.935122494842638","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0235653393549905,3.38503467110816e-06,3.33019180139946e-06
"2611","ko04660","LinDA","Defoliation","Intact","0.17836721704572","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-1.87922556296923,6.73248005812809e-08,1.83008732274191e-08
"2612","ko00625","LinDA","Defoliation","Intact","0.152050393847658","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0966307952456334,0.00254205464624835,0.00237736636724568
"2613","ko00624","LinDA","Defoliation","Intact","0.016869444847926","BH",0.243924283949603,"Rhizosphere","Exp1","NIP","day5",-0.438128074212193,0.000417703962627625,0.000308303818004913
"2614","ko00627","LinDA","Defoliation","Intact","0.00482903888488633","BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.18462727019451,0.00345651193116255,0.00304130316545741
"2615","ko00626","LinDA","Defoliation","Intact","0.0424666362295323","BH",0.402047762946005,"Rhizosphere","Exp1","NIP","day5",-0.165474392174565,0.00194531023728161,0.00173450723905771
"2616","ko00621","LinDA","Defoliation","Intact","0.00150308840620067","BH",0.193898404399886,"Rhizosphere","Exp1","NIP","day5",-0.237553457101449,0.000600249051997318,0.000509120713574002
"2617","ko00620","LinDA","Defoliation","Intact","0.60700288158851","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0138204154381625,0.0177150087405563,0.0175461166113596
"2618","ko00623","LinDA","Defoliation","Intact","0.223341287593881","BH",0.677906496461427,"Rhizosphere","Exp1","NIP","day5",-0.0486719873128456,0.00304938014806146,0.00294821967756802
"2619","ko00622","LinDA","Defoliation","Intact","0.151131574141591","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.333969718471524,0.000345430647007032,0.000274047574822666
"2620","ko00270","LinDA","Defoliation","Intact","0.996862650668422","BH",0.996862650668422,"Rhizosphere","Exp1","NIP","day5",0.0229352550552738,0.013129199078434,0.0133395885205199
"2621","ko04380","LinDA","Defoliation","Intact","0.414249326713628","BH",0.91347287429159,"Rhizosphere","Exp1","NIP","day5",0.538264979349192,1.54048725815297e-07,2.2371340855509e-07
"2622","ko00940","LinDA","Defoliation","Intact","0.176359618298573","BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0430557885080396,0.000884778993632885,0.000858763780613707
"2623","ko00941","LinDA","Defoliation","Intact","0.633567675242791","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.099980612117887,0.000184142652690832,0.000197356556250416
"2624","ko01053","LinDA","Defoliation","Intact","0.585418555563067","BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0967998092273779,0.000267806433060178,0.000250427119983988
