"","X","level1","Exp1_MH63_Root_day1_logFC","Exp1_MH63_Root_day1_p_values","Exp1_MH63_Root_day3_logFC","Exp1_MH63_Root_day3_p_values","Exp1_MH63_Root_day5_logFC","Exp1_MH63_Root_day5_p_values","Exp1_MH63_Root_day7_logFC","Exp1_MH63_Root_day7_p_values","Exp2_MH63_Root_day2_logFC","Exp2_MH63_Root_day2_p_values","Exp2_MH63_Root_day3_logFC","Exp2_MH63_Root_day3_p_values","Exp2_MH63_Root_day4_logFC","Exp2_MH63_Root_day4_p_values","Exp2_MH63_Root_day5_logFC","Exp2_MH63_Root_day5_p_values","Exp1_NIP_Root_day1_logFC","Exp1_NIP_Root_day1_p_values","Exp1_NIP_Root_day3_logFC","Exp1_NIP_Root_day3_p_values","Exp1_NIP_Root_day5_logFC","Exp1_NIP_Root_day5_p_values","Exp1_NIP_Root_day7_logFC","Exp1_NIP_Root_day7_p_values","Exp2_NIP_Root_day2_logFC","Exp2_NIP_Root_day2_p_values","Exp2_NIP_Root_day3_logFC","Exp2_NIP_Root_day3_p_values","Exp2_NIP_Root_day4_logFC","Exp2_NIP_Root_day4_p_values","Exp2_NIP_Root_day5_logFC","Exp2_NIP_Root_day5_p_values","level2","level3"
"30","WaitData","alpha-Linolenic acid metabolism",-0.0941440543802691,0.539004399624516,-0.125034629390802,0.00648792228505313,0.24613253325488,0.0922468103555842,0.236766428151755,0.184137597856947,-0.0129376545922534,0.94550173251455,-0.218138218201526,0.478673120630707,0.0467199509196193,0.848099884088752,-0.052151358294884,0.649142402797587,-0.0749454984103724,0.550944654045699,0.0733974652002944,0.596048520873205,-0.00390743290635034,0.931834702763541,-0.0454311257986034,0.614435050014821,-0.0751986703197842,0.736936321271955,0.00565680631955899,0.808686048833485,-0.176649976973996,0.293923015160147,-0.174569612454753,0.264388121312206,"Lipid metabolism","Metabolism"
"31","WaitData","Linoleic acid metabolism",-0.595454923424668,0.0432534698424697,-0.696885153987798,0.00399206534865163,-0.670482988449519,0.126119790257429,-0.407186598406622,0.0907732514556589,0.1600642055239,0.530161393316237,0.451350028312496,0.120995842446791,-0.152435934734711,0.0398543640444801,0.360653441852991,0.0898234512855363,-0.0549196914482157,0.706287754586564,0.0060654478369669,0.939055434563537,0.338764746528548,0.0645944017278466,0.162726864153215,0.400393034699233,0.204872983290352,0.64310810381126,-0.0565805561621806,0.792637828780154,0.543238985156037,0.0492081610813984,0.636475969336566,0.214769696069849,"Lipid metabolism","Metabolism"
"32","WaitData","Arachidonic acid metabolism",-0.152460875228825,0.381701061060513,-0.3873976584088,0.0024048034932504,0.00493123337402451,0.677123078676273,0.0482439377911548,0.604639832004454,0.0342496504093141,0.806649115766664,0.327414517668413,0.0160289425986296,-0.15159681773867,0.033103715646763,0.0766687173173653,0.40404193158792,-0.060085256057226,0.585785485860344,0.0392385346336879,0.69511792202586,0.00793340230527935,0.993866688858612,0.0685851898678008,0.482182516283577,-0.0149331487854907,0.936981993598255,0.0124563915113529,0.840774522099739,0.195118740213869,0.070124524238146,0.212455729278547,0.133827681109325,"Lipid metabolism","Metabolism"
"33","WaitData","Fatty acid elongation",-0.665824883470792,0.0955388630943076,0.603529764221338,0.143454141977868,-0.0122205461980986,0.992360441170041,0.445051668028349,0.25513956698211,-0.369487490436763,0.418053932907041,-0.956691399328855,0.331559926263945,0.648474822456447,0.00138698039459211,-0.196459423984727,0.527946206567877,-0.193067677027835,0.522059663579021,0.164448136019778,0.355347754435089,0.24416795013185,0.368354765691205,-0.261129431542753,0.0623989626026308,-0.197454632126551,0.832091510293201,-0.164951071827277,0.00715285167166853,-0.299169568498803,0.535144571069354,-1.06132515916164,0.114577826328802,"Lipid metabolism","Metabolism"
"35","WaitData","Bacterial secretion system",-0.0662950292796225,0.605450893095328,0.0116229529544757,0.00433073897308572,0.0211326440068968,0.879267410207324,0.0918313281463929,0.626616191143014,-0.0269975156851773,0.96908538648443,-0.0933015831599322,0.771994152465486,-0.0157375651676772,0.474889956594016,0.0457867383893565,0.330140321998388,-0.0285311588342408,0.844228866754806,0.0429517344722491,0.714505132479588,0.00155379988624293,0.955429675342133,-0.0145526655913466,0.88666231386342,-0.0213673378022721,0.930740845315959,-0.00263549746612165,0.988231670192858,-0.0263919803345542,0.705464387827558,-0.0311918501696514,0.799013416806838,"Membrane transport","Environmental Information Processing"
"37","WaitData","VEGF signaling pathway",0.268063679591163,0.483378194695356,0.585647666700117,0.280109079593674,-1.13596700550107,0.313808549308348,-0.420638911610321,0.374605273911144,0.207014538565258,0.687379528250862,2.33895684491016,0.00255896315886267,0.276532141404181,0.612438674040667,-0.334496118206286,0.271920112635055,-0.870205620174969,0.758095709612033,0.657745906108697,0.636688380224504,1.13986356847709,0.320567184982011,-0.175794322477502,0.595597943198341,-0.186885675449415,0.702292248377153,-1.05208676036914,0.13349451074322,0.798387685690609,0.883888069497388,0.44867099558334,0.700227762233037,"Signal transduction","Environmental Information Processing"
"40","WaitData","Chloroalkane and chloroalkene degradation",-0.166395201859041,0.115548993114525,-0.50955696114756,0.0069585845495896,-0.504533944283006,0.0909075873778473,-0.287492341335665,0.0916118313191252,0.0669746419094431,0.596753028587573,0.277667254058538,0.132005171345733,-0.218724787687733,0.0156024426231517,0.214340321188791,0.311058299282893,0.0589376245749024,0.909174737684327,-0.0779802877307346,0.646381030768649,0.185132119432517,0.158006734981561,0.118128618489957,0.564083849811462,0.137842631417958,0.715337769988237,0.0227813586778104,0.834701637844044,0.445477306816639,0.0913859670270764,0.370524030030316,0.38630441824269,"Xenobiotics biodegradation and metabolism","Metabolism"
"41","WaitData","Polycyclic aromatic hydrocarbon degradation",-0.73091873720346,0.105049186397694,-1.32377798635088,0.00230514543880719,-0.654492302268961,0.256992920276924,-0.781314412649222,0.0912754762637427,0.300922251843529,0.594831850991761,1.03762719593766,0.0474925315606107,-0.430803359953125,0.0206025575117058,0.269453767556287,0.468194509156248,0.176791846430644,0.837406548805564,-0.168115890762123,0.673750079034207,0.175315337843582,0.665121831805212,0.390991789460426,0.265712838114917,0.142019271085199,0.801892557088003,-0.0380284542853982,0.840012386221371,0.531124960202907,0.0598326753576667,0.771428910664314,0.109749087281127,"Xenobiotics biodegradation and metabolism","Metabolism"
"44","WaitData","Dioxin degradation",-0.0933935158122568,0.623752278131856,-0.239611091178421,0.0136933184825555,-0.40374418769275,0.114043310196894,-0.23959993013046,0.197691306671955,0.228296507474389,0.402544240637111,0.568468377704617,0.0234835662416411,-0.356294695089831,0.00832405280230619,0.188180299590579,0.576735686430295,0.158598314795166,0.174794799549834,-0.080303463204523,0.545375705666616,0.0226519329870292,0.932251355288727,0.205891164442993,0.346292097557791,0.126455088955301,0.743277159558748,0.00751205863984061,0.862494119701327,0.360359277636586,0.099654431726443,0.42481176494005,0.305604253768312,"Xenobiotics biodegradation and metabolism","Metabolism"
"45","WaitData","Pyruvate metabolism",0.0047295136508708,0.926367326789649,-0.045599362894247,0.0012979282330562,0.00184197478676328,0.477450556226324,0.0100892237244264,0.958119900751719,0.00849786843596133,0.815067366569779,-0.00533283817333142,0.910387351049834,-0.00182329042178496,0.157992612551101,0.00566107083487245,0.639511884022107,0.00657764280115166,0.904913178619892,-0.00101293494816103,0.930514367990641,-0.00444890195975429,0.916005557188141,-0.0100999061570895,0.919571408174156,-0.00825264497199814,0.854685597126125,0.00247902609529353,0.906970681090346,0.0163504383042386,0.384329468496616,-0.00636890784093501,0.466858650978473,"Carbohydrate metabolism","Metabolism"
