"","X","level1","Exp1_MH63_Root_day1_logFC","Exp1_MH63_Root_day1_p_values","Exp1_MH63_Root_day3_logFC","Exp1_MH63_Root_day3_p_values","Exp1_MH63_Root_day5_logFC","Exp1_MH63_Root_day5_p_values","Exp1_MH63_Root_day7_logFC","Exp1_MH63_Root_day7_p_values","Exp2_MH63_Root_day2_logFC","Exp2_MH63_Root_day2_p_values","Exp2_MH63_Root_day3_logFC","Exp2_MH63_Root_day3_p_values","Exp2_MH63_Root_day4_logFC","Exp2_MH63_Root_day4_p_values","Exp2_MH63_Root_day5_logFC","Exp2_MH63_Root_day5_p_values","Exp1_NIP_Root_day1_logFC","Exp1_NIP_Root_day1_p_values","Exp1_NIP_Root_day3_logFC","Exp1_NIP_Root_day3_p_values","Exp1_NIP_Root_day5_logFC","Exp1_NIP_Root_day5_p_values","Exp1_NIP_Root_day7_logFC","Exp1_NIP_Root_day7_p_values","Exp2_NIP_Root_day2_logFC","Exp2_NIP_Root_day2_p_values","Exp2_NIP_Root_day3_logFC","Exp2_NIP_Root_day3_p_values","Exp2_NIP_Root_day4_logFC","Exp2_NIP_Root_day4_p_values","Exp2_NIP_Root_day5_logFC","Exp2_NIP_Root_day5_p_values","level2","level3"
"65","WaitData","Fluorobenzoate degradation",-0.162395144581342,0.306989241227029,-0.611856736530716,0.00633758022390126,-0.204743773316709,0.346360953236976,-0.0661081716122381,0.40324655798265,0.205716078824936,0.25927359688668,0.626213975991899,0.00127064390727121,-0.512954704736098,0.0426982686453731,0.431037510179205,0.210133597754407,-0.0166367000945701,0.966058921340473,0.0537773829864121,0.560657304482076,-0.0370041215328403,0.772355921691116,0.160966447688536,0.235614309669376,0.0567615810468424,0.83944136036608,-0.0108423728923504,0.93497515748051,0.406655825507232,0.0619036300130655,0.476873882059712,0.217592650485087,"Xenobiotics biodegradation and metabolism","Metabolism"
"67","WaitData","Taurine and hypotaurine metabolism",-0.0257269197357891,0.75636986251345,-0.189980279442154,0.000664248127906093,-0.16804131938704,0.0520968577510471,-0.106761469002166,0.249882410116861,0.0262994046556066,0.655034693821532,0.165933632917684,0.386067328026039,-0.0388909750541695,0.0253299421881266,0.0685551701053151,0.303408294648676,-0.0261844802021512,0.84236314420691,-0.00311581396236067,0.897335327680603,0.0773827667333036,0.564979569677967,0.0363212234800993,0.733548032385092,0.0352052145186546,0.789072630715939,-0.0100165634140133,0.964930847347683,0.236203654273292,0.0792347580698043,0.232949218215619,0.245960333244407,"Metabolism of other amino acids","Metabolism"
"70","WaitData","Notch signaling pathway",0.580235306817195,0.797851049284603,-0.804921915502246,0.004586078090674,-0.39752207640051,0.360864984422768,-1.53993811721353,0.0136497494888604,0.352284723169209,0.356083736256305,0.390389364928475,0.356363803497206,-0.137242888891942,0.99257333217501,-0.186850553878424,0.832498466664669,1.88729371841585,0.57637855930691,0.763663838872299,0.5202576019143,-0.40017389278534,0.948940985975977,0.306540040074161,0.964955798984903,-0.846299508659231,0.441474943808506,-0.288436351223035,0.565733734188456,-0.37006905960679,0.803820397833124,-0.513410817732584,0.341878472855242,"Signal transduction","Environmental Information Processing"
"71","WaitData","Chlorocyclohexane and chlorobenzene degradation",-0.296386136984656,0.0544832765075192,-0.739997922772806,0.0116035197025438,-0.346092830568949,0.212758585392534,-0.206849926432602,0.19435053427715,0.229407755093186,0.516263471614106,0.717760202340048,0.0125310364267499,-0.542073696817708,0.0100934510944472,0.282693002833032,0.449044378109315,0.0890015808099994,0.64987253589324,-0.0497170448077234,0.782889777169044,0.020723373811804,0.937599836708811,0.212099624932433,0.294424474238927,0.0798297559467879,0.861838092139322,0.0430791743108529,0.620705060344267,0.376324746810111,0.147314959021719,0.444363177108373,0.304422832561116,"Xenobiotics biodegradation and metabolism","Metabolism"
"74","WaitData","Benzoate degradation",-0.2858178184696,0.0179866740918164,-0.636106637753806,0.0031199939997022,-0.269107887063672,0.193106919630272,-0.233980117979005,0.116690037229167,0.163859843167366,0.568391614078257,0.472647058536298,0.00300786662906528,-0.344002043323649,0.00515042244529561,0.151717540152727,0.505913602340115,0.0345634533087948,0.860737357344379,-0.033617317597752,0.753428384265687,0.025976557619012,0.879583251881785,0.117649006919826,0.412546521658671,0.0451674698899465,0.900448578707743,0.0256886125361322,0.707287370629076,0.273342426092619,0.112078420650836,0.33198799303388,0.296705263846709,"Xenobiotics biodegradation and metabolism","Metabolism"
"76","WaitData","Glycosphingolipid biosynthesis - globo and isoglobo series",0.359105930441253,0.767403022238787,0.206233664456094,0.840150236139292,-0.334439662870484,0.0217130514203893,-0.5651265048725,0.0475186786862761,-0.14143187226809,0.385901535584418,0.223806918306323,0.495101105925981,0.185841128010239,0.326169886459659,-0.196437385617164,0.197552968102071,0.0670759064228116,0.958526780195532,-0.34834957151222,0.493833081518834,0.564003547454562,0.0120052219376697,0.290929478720685,0.22085603787481,0.00205861019959408,0.945860617737346,0.19112649316346,0.329055965675134,-0.0669006190275939,0.818028887103942,-0.31161029703133,0.173263767029489,"Glycan biosynthesis and metabolism","Metabolism"
"77","WaitData","Geraniol degradation",-0.318810227717592,0.0646297166662769,-0.483013628374161,0.00399974681315043,-0.0392974315722136,0.42143505498384,0.0449596092622361,0.783406339351135,0.0769899394992906,0.69417662551475,0.20340617129867,0.235580747533267,-0.104441471903018,0.0171494082521265,0.0441132489434666,0.466977116539495,-0.0739861101456781,0.634735757598101,0.0613524029490189,0.563747682103668,0.0279965592740897,0.887757713048022,-0.00123641349268735,0.990148451122015,-0.00200446210939124,0.985108622712347,-0.0146863997284819,0.912391766306924,0.148518868919778,0.0942127283349376,0.214191035229941,0.258819781932295,"Metabolism of terpenoids and polyketides","Metabolism"
"82","WaitData","Galactose metabolism",0.0093506806626767,0.870853859960743,0.106240062682513,0.895475212691836,-0.113230853329624,0.00691446003640409,-0.0852477975264215,0.491432388397079,-0.0918760269315405,0.668444679893321,0.0275740095283367,0.836904252517008,0.0638303305772833,0.946789784007186,-0.0319762356335618,0.778246463817759,-0.0372075019598719,0.795362187668471,-0.0511869460653991,0.422508394892668,0.14664299419024,0.286213087772621,0.0190102840519803,0.808569288666151,-0.00460266238439458,0.944143525972915,0.0228424576952392,0.764656235272825,-0.0391324895917504,0.772340042948902,-0.0788730172600281,0.953147019309861,"Carbohydrate metabolism","Metabolism"
"84","WaitData","Fructose and mannose metabolism",-0.0372452239993019,0.683920119440075,0.100665456527489,0.852499649942976,-0.133100432230788,0.00889227165693361,-0.0663072498840469,0.619883380886553,-0.0509593761136479,0.845249183215379,-0.0220622343435296,0.962664011713402,0.0737630133568668,0.758222606465811,-0.0165754731220401,0.99142265851957,-0.0321942338476242,0.837831339065019,-0.0276521129604212,0.61280115548719,0.134065899510588,0.324611830931814,-0.00593452451145345,0.971175922752315,0.00537155652701131,0.63356160679254,-0.0104226870217575,0.940204055135848,-0.00671047898142163,0.572899214172109,-0.0109228050899448,0.538188548955306,"Carbohydrate metabolism","Metabolism"
"87","WaitData","Calcium signaling pathway",-0.531201387615302,0.233093125961572,1.06253071750138,0.042478284431257,0.770329110575087,0.26468411022135,1.59887306564088,0.037341898585904,-0.96974671108949,0.174388248494862,0.443640998822369,0.451248318865001,0.0979714815220883,0.872751760949765,-1.03914706130668,0.498317788817446,-0.273498347743388,0.42607236809021,0.130231956249427,0.602363260918103,-0.283286632173737,0.428739566030576,1.56285637356034,0.00855341893309491,-0.252827250012516,0.492757527832308,0.442232684292943,0.274178477577674,0.109048694158181,0.71715105840279,-0.145867990464171,0.904397238356653,"Signal transduction","Environmental Information Processing"
"88","WaitData","Tyrosine metabolism",-0.161538034386667,0.163982189522495,-0.356139903115124,0.00134806528377222,-0.190968465936878,0.140304113093537,-0.150513486480868,0.17639723582148,0.0656779164448712,0.643297405033928,0.186651109165285,0.176520296517099,-0.154721659987455,0.0175586760493155,0.0948177645951165,0.352899959755218,-0.00665553048423818,0.945825838379765,-0.00396727459135945,0.907129757857498,0.0393311468931474,0.754408923899185,0.0426775467281404,0.673186482201255,0.0476649552054177,0.768768938693457,0.00477252000310479,0.898418303658295,0.200481049221361,0.101331350427971,0.253038359396301,0.211623321349722,"Amino acid metabolism","Metabolism"
"89","WaitData","Glutathione metabolism",-0.0260568316003793,0.805639841328074,-0.198925632630823,0.00111315493331221,0.1141194050438,0.0685563862293281,0.0534960460978526,0.783103217310472,0.019179615930393,0.764259236728056,0.0806173661483859,0.426962727672063,-0.0804325702037013,0.121098817167136,0.0438670698026862,0.367550344830982,-0.0122088540399627,0.950698160192093,0.0387323835459527,0.708056902574608,-0.0557892174466738,0.565703600420131,0.0295621686781725,0.707513599601531,-0.0237130939890842,0.893262893756656,0.0256314250788385,0.668168639452511,0.044359174299428,0.25024244398903,0.0840285412093666,0.10716330515749,"Metabolism of other amino acids","Metabolism"
"90","WaitData","Styrene degradation",-0.325056990032287,0.0389958576632663,-0.453702616348969,0.0181366777810216,-0.441450413300741,0.0632668681511037,-0.136868345359519,0.178256713499756,0.0989666341210203,0.599392507472779,0.137123770328196,0.605118625755776,-0.246042926669931,0.0255672980351376,0.210599867794337,0.282241001743768,-0.0133123027982738,0.857302845343665,0.00822131721044935,0.926441839970515,0.176518545742396,0.214450708841148,0.0463551342115648,0.761640847056746,0.109526959293973,0.766447756583747,0.011170398644268,0.871433513514606,0.349937511455466,0.114647248830207,0.336823422062436,0.505367889726569,"Xenobiotics biodegradation and metabolism","Metabolism"
"91","WaitData","Ethylbenzene degradation",0.0109092882031793,0.952893810661402,-0.0601825662152338,0.010477428246561,-0.283618341722096,0.042781461192702,-0.105084555698534,0.551613704868254,0.080786322401766,0.449178850121102,-0.0359304103661639,0.924598277124549,-0.125260595518335,0.171325284769969,0.162792909037569,0.214107510403363,0.0395101623768092,0.850207079643408,0.00642210946262369,0.961100642999908,0.141016874265736,0.248486563238933,0.0324776279200511,0.80810558491625,0.112994096517684,0.630969103844645,0.00219652591001029,0.924295157062621,0.246960370428546,0.104848050160176,0.243064062498418,0.510173991762219,"Xenobiotics biodegradation and metabolism","Metabolism"
"94","WaitData","Tropane, piperidine and pyridine alkaloid biosynthesis",-0.00342633566976609,0.888523107975767,-0.137748019441548,0.00059111719565639,-0.0426633567243926,0.198690102189528,-0.0934592920527875,0.42910591072368,0.0403104766738401,0.607974485205882,0.113813219759426,0.34617164784241,-0.0360681945404174,0.177970122610921,-0.00871331524154694,0.904701427836978,0.00956532339049246,0.857798820265685,-0.00720958773335114,0.849719981004062,-0.0436167544090371,0.606449147146768,0.0378174031968393,0.654825991681254,0.020606166568644,0.732328697565666,-0.000282013359478477,0.956006231823646,0.045768629605017,0.345904545492501,0.129894349898843,0.183223975479008,"Biosynthesis of other secondary metabolites","Metabolism"
"95","WaitData","Two-component system",-0.0451439080387869,0.74493398882013,-0.0122786285014546,7.39048003792236e-06,0.115460759845152,0.236200134594946,0.0810583217228462,0.702272534815139,-0.00893630360145591,0.93318193970218,-0.114926962532987,0.682635097965655,-0.0188533314091654,0.365639463514204,0.0267008066868479,0.369230764266144,-0.0200206312079619,0.896862457413851,0.0144297901928445,0.907168739468716,-0.0244385965083534,0.755779847719239,-0.0134114903857957,0.886889276144408,-0.0261803535836917,0.835525924424397,-0.00061394851997521,0.947992515380509,-0.0913801058227606,0.739846572943393,-0.0756840196204694,0.989266265770583,"Signal transduction","Environmental Information Processing"
"96","WaitData","Primary bile acid biosynthesis",-1.06575477978835,0.0548256934870837,-1.66107908486888,0.00589167166421131,0.497924118907467,0.09566778246383,-0.425694354197411,0.400640737386846,0.270467600563005,0.708703866426975,0.952416394512825,0.0594838190041608,-0.442893065064931,0.114815025751116,0.0341162118324567,0.900920971021469,-0.080893155495936,0.752812947280815,-0.12516807568297,0.354186712315189,-0.550268456791011,0.241837170436146,0.233493225553182,0.119854889236989,-0.0951401315590992,0.722879303568822,0.117922268051002,0.532053504283206,0.0955401708599375,0.470718470104241,0.469106149084438,0.0927402125899431,"Lipid metabolism","Metabolism"
"97","WaitData","Betalain biosynthesis",0.553711995956277,0.478104224996692,0.809631789332529,0.106585801829299,-0.265820265133491,0.32125348894388,-0.367344716207666,0.251853840263412,-0.279653500696177,0.197992427748261,0.383359800957289,0.201972222751431,-0.0771748835734651,0.956502677393091,0.381036423865377,0.409738748324125,0.2410494409163,0.763718992020452,-0.321830831843077,0.245632939839949,0.379524353178983,0.0285627443612344,0.413753955833164,0.0540889675911924,-0.310535267148493,0.383557996700588,0.067107562661685,0.694117435096996,-0.337383274352703,0.337032588737785,-0.316315800448353,0.421475934541071,"Biosynthesis of other secondary metabolites","Metabolism"
"99","WaitData","Metabolism of xenobiotics by cytochrome P450",-0.249057750486205,0.179794850959438,-0.444581941792485,0.00849571744267346,-0.0466467337074081,0.519965510741222,0.0623049683771419,0.683901956196803,0.0130619994038086,0.895324606371899,0.187443391595269,0.216196900793468,-0.183869309330309,0.0841582457319633,0.150105363813133,0.210543923280062,-0.0800785954760533,0.531587028334344,0.0730839972206018,0.510387812675696,-0.0112919381180382,0.884167240673231,0.0203877294948548,0.78395057581207,0.00253938866765983,0.92419317676938,0.0186980341312174,0.809003877021573,0.209468775244994,0.0684400383513655,0.211128763587095,0.223071236541333,"Xenobiotics biodegradation and metabolism","Metabolism"
"102","WaitData","Atrazine degradation",-0.496747722656047,0.043975722996955,-0.96293094604759,0.0092520577934118,-0.135188072549376,0.441799464262053,-0.138453314200981,0.380505801400009,0.162284742962614,0.597034554877585,0.238203938904706,0.0683302212120787,-0.36576264828121,0.0225260452416562,0.0875072776019058,0.471979755710454,-0.0934081833433401,0.634473147606593,0.0142058215233982,0.898968241893125,0.0627324132769942,0.575765014901861,0.0571992696182455,0.541322001050575,-0.0172041820482754,0.940072834602653,0.10112625381327,0.313385442859643,0.213834861362585,0.178191734274673,0.315112088186633,0.180992193732606,"Xenobiotics biodegradation and metabolism","Metabolism"
"112","WaitData","Nitrogen metabolism",0.0245266786729569,0.996758201643268,-0.0899802790771463,0.00270773867747682,-0.0376912131709903,0.0438930714373155,-0.0578272173438344,0.579193471706533,0.0538358205133189,0.504751261557952,0.0288014974532263,0.753018908512092,-0.0360098209848592,0.192020031220371,0.0203047341862421,0.631937784392336,0.0358117885763751,0.711846534304746,-0.0302354143656949,0.630335572440742,-0.00133938737436233,0.946393100464905,0.0340415991752539,0.718461107524131,0.0224613182162035,0.754694297826898,0.008986449146889,0.832814033429205,0.0431396858250578,0.37641015487846,0.0759148606926722,0.456427865655251,"Energy metabolism","Metabolism"
"113","WaitData","Cyanoamino acid metabolism",-0.0872632913133106,0.321231740513648,-0.234260333963512,0.000783278543338299,-0.192460411086192,0.0589984718420914,-0.113494801610586,0.156923574906625,0.0150278612792591,0.767500886433162,0.178648933783836,0.306264160300404,-0.0917108889128047,0.0207964969305151,0.0848280543956983,0.35091283796665,-0.0151075224766057,0.888789693266981,-0.0146032161213045,0.796820844919773,0.111071341505293,0.373487874299575,0.0753297125548343,0.491206571935921,0.0548811375389992,0.7034746329821,0.0289224830427541,0.748512199303434,0.21201631063355,0.0980391390046197,0.199536389003475,0.347296972980484,"Metabolism of other amino acids","Metabolism"
"114","WaitData","Retinol metabolism",-0.170574364225884,0.209972954295894,-0.508400062449212,0.00433294385393403,-0.366254548452708,0.167414506902967,-0.18153907946544,0.192126794209828,-0.0882940318378938,0.650229695267695,0.29115312484706,0.133276489378413,-0.190419729176988,0.0364682218605649,0.198330477581179,0.180733847159769,-0.0832536358153919,0.626563748335926,0.0225007785931124,0.845314779532672,0.112301808919359,0.448332944392178,0.0871383035086583,0.390251008967973,0.124924258766697,0.369028731693837,-0.0081741929439428,0.99490907549382,0.413926188442458,0.0307671342228513,0.397255506826093,0.137546135076052,"Metabolism of cofactors and vitamins","Metabolism"
"116","WaitData","Other glycan degradation",0.523055491619786,0.628827231485188,0.672076162614781,0.200934770438005,-0.230404431218435,0.324780950437228,-0.585157252977765,0.0596688652496956,-0.166476662000687,0.355234608492693,0.182724495198516,0.627271900335736,0.324573796726172,0.109212096665564,-0.270734476708458,0.137945510970264,0.0791404507061277,0.942617606595446,-0.311641236082049,0.501689247336897,0.401116783655338,0.0681770666139672,0.189556592919032,0.306563826528295,-0.0449696844474812,0.764980970141291,0.123862077442061,0.461499366319581,-0.234751602118633,0.468366361146908,-0.42076144567999,0.260279941172574,"Glycan biosynthesis and metabolism","Metabolism"
"123","WaitData","Drug metabolism - cytochrome P450",-0.263753245511803,0.166431163793587,-0.428769028406162,0.00867345198196967,-0.0386987254156551,0.573880521525501,0.0861905185297916,0.507480783617031,0.00586475423338152,0.921942935184603,0.198095395815945,0.207399130113327,-0.184059088022167,0.0835466346581923,0.158387099453648,0.196708670507539,-0.0945957933378874,0.466602781035126,0.0818388442610829,0.466953687428537,-0.00754623656694501,0.907925608352134,0.0212431285628421,0.773348905828993,-0.000112106013585104,0.924989701939341,0.0133974434218018,0.861779719873918,0.216815399621015,0.0546416944743247,0.217848034629464,0.195562123966053,"Xenobiotics biodegradation and metabolism","Metabolism"
"124","WaitData","Jak-STAT signaling pathway",-0.0919571965535892,0.879040184989719,-Inf,0.334044076714687,1.62951972856437,0.0515412360791562,1.82435362470561,0.427918833487769,1.72400954250976,0.277057260401379,-0.0422387244469048,0.822336159266068,0.398999307375431,0.745859115485073,1.11692416876991,0.271195346402138,0.329539927733153,0.329236048318612,-Inf,0.384496899870181,-4.6273942523473,0.823262254810836,0.671936483388217,0.883543069776996,-2.95369266726866,0.0930624991726923,-0.502739998111857,0.732911721854093,-1.96203272124484,0.000219914432906173,1.21922863315103,0.0114975168244203,"Signal transduction","Environmental Information Processing"
"125","WaitData","Steroid hormone biosynthesis",0.325160971080949,0.4788310907871,-0.569733917805473,0.0238342918902978,-0.612120678723196,0.105110722670392,-0.612542375265044,0.0884729003848962,-0.0130919344950254,0.987531414763449,0.729584805761404,0.00775478248233819,-0.0794932380541338,0.72749696857698,0.18781248801772,0.497945829026689,-0.00599974543999455,0.77268913329599,-0.122235476612228,0.697969941717711,0.536496969750618,0.10071067623201,0.569915580307633,0.0642932485321021,-0.0447862228430144,0.845469818136211,0.11705597773504,0.590008384710185,0.606029982804578,0.0126676209982147,0.729624424570346,0.0285188010857146,"Lipid metabolism","Metabolism"
"127","WaitData","Arginine and proline metabolism",-0.0586038399477173,0.540328541407256,-0.113350882458515,0.000475147646159502,-0.0898666298832493,0.00744519858950476,-0.0467344974921279,0.557216501973915,-0.00794201437794828,0.903939123354136,0.0580622750109756,0.689925863020173,-0.0111092478069181,0.110827586244609,0.0169617560422318,0.553219328475151,-0.0348718809786459,0.803399790426901,-0.00540328947769346,0.868387062690352,0.0622684706313763,0.619081440652116,0.0112729418068677,0.879151811457521,0.00183922815315198,0.776703116704403,0.0129441845513535,0.799733787165511,0.0768661048925744,0.16540641050112,0.0374196167182833,0.413930882306666,"Amino acid metabolism","Metabolism"
"128","WaitData","Neuroactive ligand-receptor interaction",0.050211288047318,0.906709704032139,1.50233568713493,0.0355884512601332,0.476721951060261,0.451132684319684,0.469948544449817,0.54955805320165,-0.29053989353401,0.388617697904189,0.210636256007637,0.542837823210824,-0.25027141663363,0.575335031665998,-1.34501344994414,0.0946015830811747,1.47123990832088,0.17771388684712,0.164182876699761,0.741817975458926,-0.0420300013168911,0.922155727748741,1.12109215041207,0.118268598692815,0.242318626404642,0.924342846436948,0.688227978059432,0.0900782071692025,0.0384950069663283,0.878010053900647,0.598841618551276,0.960607807322304,"Signaling molecules and interaction","Environmental Information Processing"
"131","WaitData","Carotenoid biosynthesis",-0.377726567605355,0.193787976527287,-0.0825225349264018,0.0843323076259073,0.331871313768527,0.22224174654752,0.597546298417443,0.0178295325153882,-0.0124963275766653,0.996258483874904,0.330827542183615,0.0487313688749604,-0.143422709007553,0.27936967404548,0.0591127834739251,0.515149970181084,-0.233976959714494,0.32202595998647,0.180973996522498,0.4303843390998,-0.066128053379276,0.687591092890685,0.0334781628982216,0.720980369957517,-0.162708004216771,0.640474399249145,-0.0158241707305224,0.849479676312876,-0.0140664977602088,0.801927304739618,-0.0622037502688225,0.763573423383311,"Metabolism of terpenoids and polyketides","Metabolism"
"133","WaitData","Indole alkaloid biosynthesis",0.689505143740519,0.337444082919471,0.869323621409037,0.087681178839611,-0.278503087752488,0.318706802886639,-0.433050394209454,0.207526306497107,-0.295181845616865,0.193878392577404,0.420174231128442,0.235648351012831,0.405365289868046,0.140214055750082,-0.194533161261156,0.557302758970033,0.148702607833517,0.937307663190463,-0.327264645152965,0.254462614907981,0.387221639059356,0.0405077927620196,0.370527227035102,0.0527855609409797,-0.359839907222182,0.343540145669311,0.155674207648235,0.477620352737019,-0.49570713065634,0.0907816992348935,-0.365820329783447,0.366607573623618,"Biosynthesis of other secondary metabolites","Metabolism"
"136","WaitData","D-Arginine and D-ornithine metabolism",0.377789453432852,0.466333719370138,0.228678784375826,0.239505928440689,0.466049778788266,0.0206701099985057,0.0968566969451332,0.834461493880752,0.0797358180220024,0.722299164690636,-0.117318155906538,0.686406258064959,-0.00625597381364706,0.595090570867115,-0.00903183395887026,0.911121421710847,0.250492984738841,0.486138644444653,0.0435055183092143,0.73074126332372,-0.495288612078714,0.00655656238927444,0.18083973837815,0.274895428230939,0.042159495037622,0.663834721685653,0.0382849365360013,0.72707557172719,-0.0516144665116529,0.879315142830637,0.203922680884884,0.0466535531133684,"Metabolism of other amino acids","Metabolism"
"139","WaitData","MAPK signaling pathway - yeast",-0.00572267314765904,0.891589650219,-0.182152419077839,0.00341529285898817,0.336781266456455,0.0375497886231373,0.0890535416444242,0.698534931600081,0.0280430005385152,0.711352054695524,-0.0857692642651666,0.782634062706456,0.107515985397947,0.601325691508788,-0.140473761889958,0.263112083672572,-0.0131507685586599,0.887524626335473,0.0141014968012376,0.881840041211735,-0.0901127825775023,0.358409262515968,-0.0208931017865621,0.809884896483302,-0.0768695793205532,0.594189929432669,0.0319483187261308,0.618857165661447,-0.217290567799277,0.0467747814451751,-0.113682850157426,0.692243272118785,"Signal transduction","Environmental Information Processing"
"140","WaitData","Flavone and flavonol biosynthesis",-0.55156582064775,0.287035866804433,-1.35030928851835,0.0233803761067884,0.588189245460474,0.121042247045073,-0.195400222651801,0.762576067170199,0.90991024407018,0.233801733139603,0.795161924742259,0.000231365366038822,-0.421194549124281,0.0558909485368822,0.352474020436142,0.73915589173249,0.279595864647513,0.538016035215423,0.386900913800015,0.845157050981878,-0.555638392778106,0.272546972619479,-0.694528007130391,0.352520833175276,0.292138743766719,0.695128547222431,0.549508263581133,0.366172243463312,1.08788055265028,0.0136176976149162,0.802110516487023,0.0132800854293595,"Biosynthesis of other secondary metabolites","Metabolism"
"142","WaitData","Wnt signaling pathway",0.580235306817195,0.797851049284603,-0.804921915502246,0.004586078090674,-0.39752207640051,0.360864984422768,-1.53993811721353,0.0136497494888604,0.352284723169209,0.356083736256305,0.390389364928475,0.356363803497206,-0.137242888891942,0.99257333217501,-0.186850553878424,0.832498466664669,1.88729371841585,0.57637855930691,0.763663838872299,0.5202576019143,-0.40017389278534,0.948940985975977,0.306540040074161,0.964955798984903,-0.846299508659231,0.441474943808506,-0.288436351223035,0.565733734188456,-0.37006905960679,0.803820397833124,-0.513410817732584,0.341878472855242,"Signal transduction","Environmental Information Processing"
"149","WaitData","Biosynthesis of type II polyketide products",-Inf,0.310612299679051,-0.814815703482207,0.485489828796481,NA,NA,NA,NA,0.52461365239232,0.93037800616072,0.370821206057538,0.883890672796061,-Inf,0.00677470404474826,2.60741659419038,0.139199045531156,NA,NA,NA,NA,NA,NA,0.24129458507628,0.532306564652036,1.36150442052386,0.53640881896297,0.261790725670304,0.997410021507787,-2.53103643737174,0.156885728372879,0.0232931793436786,0.124084195945262,"Metabolism of terpenoids and polyketides","Metabolism"
"150","WaitData","Other types of O-glycan biosynthesis",NA,NA,-1.99224941949036,0.102761909835398,NA,NA,-0.339661602479879,0.565084525645323,0.475710524638362,0.93184638766031,1.35867596015647,0.895040676756671,NA,NA,-Inf,0.826672227296828,NA,NA,NA,NA,NA,NA,NA,NA,-1.45306339761884,0.851899271849816,-0.461648178563642,0.374154331346257,2.15168958285012,0.443741586691585,Inf,0.572282865531949,"Glycan biosynthesis and metabolism","Metabolism"
